timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783583592.3507118,0.0,91.3,14.172,15.529,238281.25,0.0
1783583593.3599916,46.6,91.8,14.259,15.529,21.271,14.495
1783583594.372046,53.2,92.1,14.303,15.529,8.5,5.021
1783583595.3824742,54.1,92.7,14.401,15.529,7.042,3.711
1783583596.3926892,47.2,92.3,14.335,15.529,10.808,3.642
1783583597.4086678,51.1,92.3,14.326,15.529,9.62,0.123
1783583598.418262,52.7,92.2,14.326,15.529,12.753,3.343
1783583599.4278018,51.4,91.9,14.272,15.529,3.893,3.119
1783583600.4388382,60.1,91.9,14.269,15.529,3.392,2.967
1783583601.450723,54.8,91.8,14.261,15.529,1.301,0.0
1783583602.467154,62.7,91.8,14.256,15.529,3.572,3.136
1783583603.4801395,49.9,91.5,14.216,15.529,5.488,3.039
1783583604.4887393,53.0,91.6,14.233,15.529,23.009,1.092
1783583605.4976172,69.7,91.6,14.22,15.529,2.707,1.049
1783583606.514428,55.1,91.6,14.23,15.529,13.496,2.347
1783583607.5310223,59.6,91.5,14.215,15.529,7.339,2.133
1783583608.5429618,77.3,91.2,14.16,15.529,13.797,0.016
1783583609.5573785,67.0,91.4,14.193,15.529,63.699,1.979
1783583610.5699584,66.9,92.0,14.287,15.529,122.784,1.975
1783583611.5798728,69.8,92.7,14.397,15.529,124.072,1.98
1783583612.596748,76.4,93.8,14.561,15.529,206.303,0.0
1783583613.613129,83.3,93.3,14.494,15.529,156.964,2.153
1783583614.6290383,97.2,93.8,14.563,15.529,81.182,2.103
1783583615.646109,97.7,94.2,14.631,15.529,58.421,2.101
1783583616.6629565,98.1,94.4,14.656,15.529,24.997,1.091
1783583617.6801834,99.0,94.6,14.691,15.529,100.303,1.966
1783583618.6963823,97.9,95.1,14.775,15.529,102.802,2.618
1783583619.7140384,98.9,95.6,14.842,15.529,97.57,16.148
1783583620.7318387,98.3,93.8,14.565,15.529,73.5,0.038
1783583621.7474272,99.0,90.7,14.084,15.529,19.703,0.608
1783583622.7642941,99.7,88.8,13.795,15.529,1.594,0.964
1783583623.7809513,97.2,87.5,13.586,15.529,11.235,0.15
1783583624.7963696,97.2,85.7,13.312,15.529,7.863,0.289
1783583625.813407,97.3,84.7,13.151,15.529,4.613,0.061
1783583626.8305624,98.4,83.3,12.936,15.529,3.387,75.747
1783583627.846863,98.7,82.2,12.772,15.529,1.545,80.635
1783583628.8630788,98.9,81.5,12.651,15.529,5.944,27.577
1783583629.8798378,97.0,80.7,12.525,15.529,1.41,0.096
1783583630.8967245,98.0,79.7,12.375,15.529,1.429,0.699
1783583631.913339,96.2,78.8,12.243,15.529,4.25,160.912
1783583632.9316487,99.6,77.8,12.076,15.529,1.688,120.113
1783583633.9479163,96.3,77.0,11.958,15.529,1.907,135.042
1783583634.9643447,94.2,75.0,11.654,15.529,0.988,337.375
1783583636.010849,96.5,74.4,11.56,15.529,5.942,131.054
1783583637.0315995,99.2,74.2,11.517,15.529,15.07,178.801
1783583638.0475664,89.3,74.2,11.516,15.529,6.79,19.005
1783583639.0675616,90.2,74.5,11.566,15.529,5.201,0.05
1783583640.0831237,96.7,75.1,11.665,15.529,22.263,0.008
1783583641.099936,98.6,75.4,11.703,15.529,14.626,0.0
1783583642.1175787,92.5,75.5,11.725,15.529,60.896,0.107
1783583643.1384957,92.4,75.5,11.728,15.529,78.58,0.566
1783583644.158897,93.0,75.8,11.765,15.529,10.448,0.2
1783583645.1750815,95.8,75.9,11.785,15.529,0.68,0.238
1783583646.191843,95.6,76.2,11.829,15.529,0.93,0.1
1783583647.2097652,75.5,75.8,11.774,15.529,3.795,45.969
1783583648.2192307,89.4,76.0,11.802,15.529,5.042,4.976
1783583649.2392802,96.9,76.2,11.826,15.529,9.612,0.081
1783583650.2556171,94.9,76.2,11.836,15.529,4.358,0.092
1783583651.2717915,97.2,76.3,11.852,15.529,8.715,0.012
1783583652.2887785,97.0,76.4,11.869,15.529,2.147,0.227
