timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783586710.7890875,0.0,94.1,14.613,15.529,0.0,0.0
1783586711.7998028,46.1,93.9,14.589,15.529,83.763,10.995
1783586712.8161988,60.4,93.2,14.471,15.529,38.175,0.031
1783586713.8337734,51.9,93.5,14.513,15.529,25.228,4.353
1783586714.8496466,42.9,93.4,14.51,15.529,15.891,3.004
1783586715.86184,61.4,92.7,14.396,15.529,6.194,2.964
1783586716.8792937,60.9,93.2,14.478,15.529,76.315,0.0
1783586717.9072337,68.5,93.9,14.588,15.529,164.414,2.918
1783586718.9268868,66.2,94.7,14.703,15.529,215.081,3.287
1783586719.9474504,95.4,94.8,14.726,15.529,100.206,3.135
1783586720.9652915,87.4,95.0,14.75,15.529,103.265,0.042
1783586721.985924,97.7,95.3,14.793,15.529,99.299,3.41
1783586723.0028336,97.6,95.6,14.846,15.529,103.765,1.967
1783586724.024907,97.0,94.9,14.744,15.529,92.179,1.976
1783586725.0455441,98.8,95.3,14.794,15.529,155.491,0.146
1783586726.063091,99.7,95.8,14.872,15.529,146.731,2.146
1783586727.0836282,98.8,96.0,14.91,15.529,86.736,2.063
1783586728.102009,97.0,96.6,15.002,15.529,116.716,2.094
1783586729.1199524,95.2,96.5,14.983,15.529,105.475,0.031
1783586730.1514072,97.0,96.6,15.009,15.529,87.411,2.337
1783586731.1692967,95.3,96.6,15.001,15.529,51.237,1.965
1783586732.1902697,76.3,96.0,14.91,15.529,89.704,2.051
1783586733.2068334,62.7,96.2,14.935,15.529,128.339,0.1
1783586734.2252393,55.3,96.4,14.969,15.529,126.473,2.482
1783586735.2453156,73.5,94.3,14.641,15.529,86.506,2.39
1783586736.2611008,74.1,93.4,14.51,15.529,23.952,2.069
1783586737.2793694,45.2,93.0,14.438,15.529,6.951,0.069
1783586738.2934804,60.5,92.8,14.408,15.529,78.012,19.741
1783586739.3113997,60.7,92.6,14.373,15.529,116.135,0.115
1783586740.3253312,69.7,90.8,14.105,15.529,13.427,0.675
1783586741.3424175,65.0,90.3,14.015,15.529,43.591,0.084
1783586742.3581092,77.9,90.2,14.007,15.529,31.725,0.081
1783586743.3757684,72.4,89.9,13.958,15.529,15.71,4.149
1783586744.3928146,65.0,89.2,13.855,15.529,24.105,72.921
1783586745.4113638,82.4,88.7,13.773,15.529,410.564,35.376
1783586746.428843,67.1,88.7,13.767,15.529,29.051,50.109
1783586747.4469879,84.0,88.5,13.749,15.529,19.859,51.307
1783586748.474817,81.0,88.0,13.659,15.529,21.159,43.223
1783586749.4936092,75.4,87.5,13.585,15.529,23.13,0.219
1783586750.5140111,74.7,87.5,13.593,15.529,22.131,1.019
1783586751.5316997,80.0,87.8,13.635,15.529,1.562,1.136
1783586752.5510974,66.5,87.3,13.552,15.529,4.403,0.249
1783586753.5708125,93.3,87.8,13.64,15.529,32.169,0.107
1783586754.5908287,91.3,87.4,13.573,15.529,55.232,0.835
1783586755.6069362,98.6,87.8,13.628,15.529,11.837,86.89
1783586756.624226,95.5,86.7,13.47,15.529,32.278,80.234
1783586757.642235,96.6,85.9,13.336,15.529,8.162,102.206
1783586758.6715224,98.1,85.6,13.298,15.529,4.034,29.507
1783586759.688775,98.4,85.7,13.306,15.529,6.029,0.257
1783586760.7054691,97.0,85.8,13.332,15.529,2.137,12.299
1783586761.7228353,90.3,86.4,13.412,15.529,2.484,11.1
1783586762.7397132,86.4,86.6,13.456,15.529,1.855,0.223
1783586763.760612,90.2,87.1,13.528,15.529,1.164,9.684
1783586764.7769597,90.0,86.5,13.439,15.529,0.47,5.742
1783586765.7978067,94.4,86.9,13.488,15.529,9.113,1.359
