timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783583318.1600227,0.0,90.4,14.04,15.529,0.0,0.0
1783583319.1709898,51.6,91.2,14.159,15.529,33.809,0.185
1783583320.1874225,47.5,91.4,14.188,15.529,5.429,2.202
1783583321.200376,47.4,91.8,14.25,15.529,12.808,2.01
1783583322.2099884,55.1,91.7,14.241,15.529,39.89,2.12
1783583323.2212799,51.9,91.9,14.266,15.529,20.835,0.004
1783583324.231152,52.0,92.6,14.378,15.529,124.242,2.174
1783583325.2480688,59.6,93.1,14.46,15.529,130.304,2.028
1783583326.2596006,64.2,93.8,14.56,15.529,116.926,1.997
1783583327.275556,65.3,94.5,14.675,15.529,158.998,0.346
1783583328.315929,65.0,95.2,14.78,15.529,126.653,1.922
1783583329.3339608,77.4,94.9,14.74,15.529,105.129,2.529
1783583330.354778,70.0,95.4,14.811,15.529,117.928,1.959
1783583331.3678644,55.2,96.0,14.902,15.529,161.095,0.024
1783583332.3788583,61.7,96.0,14.903,15.529,155.969,2.175
1783583333.3969004,66.9,95.7,14.857,15.529,118.849,1.965
1783583334.412957,57.0,95.1,14.761,15.529,123.79,17.666
1783583335.4313633,83.1,95.3,14.803,15.529,104.812,0.376
1783583336.4509408,64.7,95.2,14.791,15.529,98.165,2.671
1783583337.4646587,71.4,95.6,14.85,15.529,104.349,0.374
1783583338.4753826,71.4,95.2,14.789,15.529,58.732,0.05
1783583339.4940186,62.9,89.6,13.918,15.529,13.083,632.249
1783583340.5088773,92.1,89.4,13.88,15.529,23.996,81.981
1783583341.526442,81.2,88.2,13.702,15.529,135.983,0.062
1783583342.5438309,96.5,88.5,13.739,15.529,31.092,0.219
1783583343.5662937,92.5,89.7,13.925,15.529,7.457,0.0
1783583344.5858867,99.1,90.2,14.014,15.529,2.548,8.409
1783583345.6022227,99.6,90.3,14.027,15.529,3.455,0.396
1783583346.624315,98.1,89.6,13.911,15.529,2.122,0.142
1783583347.6410577,98.8,87.7,13.616,15.529,6.074,207.606
1783583348.6630983,99.0,86.6,13.45,15.529,8.477,83.713
1783583349.6864746,98.5,85.7,13.312,15.529,1.657,0.172
1783583350.7070432,95.8,84.8,13.167,15.529,4.171,0.096
1783583351.7282794,98.0,83.6,12.986,15.529,5.604,0.023
1783583352.7496784,98.5,82.8,12.862,15.529,2.226,2.168
1783583353.770455,99.6,82.8,12.86,15.529,14.865,0.478
1783583354.7909348,100.0,82.4,12.79,15.529,22.083,0.084
1783583355.8129559,98.9,81.2,12.614,15.529,9.4,158.651
1783583356.8336287,99.7,79.4,12.337,15.529,2.81,224.477
1783583357.8546388,99.0,77.9,12.104,15.529,8.26,186.232
1783583358.87566,99.0,77.3,11.999,15.529,5.016,26.689
1783583359.8957572,96.4,76.5,11.876,15.529,3.757,0.153
1783583360.9148161,97.8,75.4,11.709,15.529,1.284,114.984
1783583361.9352682,100.0,74.8,11.611,15.529,3.281,193.113
1783583362.9551547,98.9,72.2,11.21,15.529,0.383,419.827
1783583363.975928,99.5,71.2,11.06,15.529,2.009,178.461
1783583364.9959939,95.9,72.3,11.225,15.529,21.537,0.057
1783583366.0162816,97.0,72.7,11.296,15.529,3.702,0.065
1783583367.0367134,95.7,72.7,11.297,15.529,3.335,0.046
1783583368.0531542,94.8,73.2,11.365,15.529,1.91,0.031
1783583369.0696292,90.4,74.1,11.503,15.529,1.639,0.004
1783583370.0898902,99.1,74.3,11.539,15.529,64.36,0.004
1783583371.1105444,99.6,74.5,11.576,15.529,16.085,0.731
1783583372.1326814,99.1,74.8,11.62,15.529,41.809,0.524
1783583373.1562042,89.6,74.5,11.573,15.529,94.176,0.805
1783583374.1753674,97.0,75.3,11.687,15.529,84.885,130.932
1783583375.2120066,99.4,75.6,11.736,15.529,2.428,64.677
1783583376.2332144,98.8,75.8,11.768,15.529,2.88,0.0
1783583377.2597256,98.4,75.5,11.726,15.529,15.446,0.739
1783583378.276264,92.9,75.6,11.746,15.529,0.642,0.553
1783583379.2923286,92.2,75.8,11.765,15.529,0.523,0.265
1783583380.3131204,94.1,75.8,11.768,15.529,0.532,0.061
1783583381.3336995,93.6,75.9,11.786,15.529,0.563,0.295
1783583382.3499475,94.3,75.8,11.766,15.529,0.792,0.85
1783583383.3704073,95.4,76.0,11.804,15.529,7.771,0.256
1783583384.3881788,94.9,76.2,11.828,15.529,1.654,0.522
1783583385.407917,97.2,76.4,11.86,15.529,0.781,0.088
1783583386.4285321,93.8,76.5,11.873,15.529,0.31,0.096
1783583387.4481611,94.5,76.7,11.915,15.529,3.602,2.835
1783583388.469652,95.9,76.8,11.925,15.529,1.38,1.017
1783583389.490674,94.0,77.2,11.986,15.529,0.834,1.611
1783583390.5119846,94.8,77.0,11.951,15.529,0.325,0.409
1783583391.5322669,94.0,76.8,11.932,15.529,0.984,0.088
1783583392.5522234,96.8,76.8,11.931,15.529,0.334,0.02
1783583393.5718799,92.1,77.0,11.964,15.529,6.153,0.218
1783583394.5887854,95.2,77.2,11.994,15.529,0.987,0.25
1783583395.6099658,92.7,77.2,11.994,15.529,30.566,0.111
1783583396.631131,86.8,77.4,12.018,15.529,49.134,0.077
1783583397.6504948,90.6,77.4,12.018,15.529,68.563,0.154
1783583398.6687799,92.6,77.6,12.045,15.529,3.79,0.115
1783583399.688757,93.9,77.7,12.061,15.529,0.846,0.153
1783583400.7087963,93.0,77.8,12.079,15.529,0.77,0.165
1783583401.7290812,94.3,78.0,12.117,15.529,13.845,0.089
1783583402.749497,90.3,77.9,12.094,15.529,4.502,0.038
1783583403.7689512,87.8,78.1,12.134,15.529,2.217,0.249
1783583404.7896636,87.1,78.2,12.145,15.529,0.631,240.736
1783583405.809897,91.4,78.3,12.153,15.529,0.237,0.061
1783583406.8294313,89.3,78.4,12.174,15.529,1.238,0.092
1783583407.849374,90.0,78.5,12.184,15.529,0.203,0.555
1783583408.870734,84.7,78.6,12.203,15.529,0.092,0.038
1783583409.890724,84.8,78.7,12.22,15.529,0.471,0.05
1783583410.9106228,87.9,78.5,12.196,15.529,0.042,0.126
1783583411.9299395,85.6,78.6,12.211,15.529,0.353,0.131
1783583412.9498787,88.0,78.8,12.237,15.529,1.007,0.084
1783583413.969534,90.7,79.4,12.337,15.529,11.287,0.123
1783583414.9883552,95.2,79.9,12.404,15.529,7.733,0.184
1783583416.0094712,94.1,80.0,12.421,15.529,23.754,0.069
1783583417.0303237,88.2,80.1,12.436,15.529,37.495,0.02
1783583418.0497196,91.7,80.1,12.432,15.529,37.334,6.07
1783583419.0706446,91.7,80.1,12.445,15.529,26.248,13.878
1783583420.0903258,91.2,80.0,12.43,15.529,24.487,10.634
1783583421.1110778,93.2,80.2,12.452,15.529,0.976,9.548
1783583422.130084,95.9,81.1,12.591,15.529,23.085,13.509
1783583423.1506815,95.7,81.2,12.609,15.529,2.661,7.927
1783583424.1694834,92.6,80.9,12.56,15.529,2.1,0.357
1783583425.187394,92.9,81.1,12.595,15.529,8.404,0.0
1783583426.2087495,94.1,81.2,12.609,15.529,4.696,0.455
1783583427.2368536,90.0,81.3,12.625,15.529,1.757,0.175
1783583428.2566626,87.4,81.4,12.635,15.529,0.525,0.023
1783583429.2829406,86.1,81.2,12.609,15.529,0.773,0.282
1783583430.3028572,91.0,81.3,12.633,15.529,0.088,0.008
1783583431.3223908,92.0,81.3,12.628,15.529,1.627,0.015
1783583432.342779,95.6,81.6,12.67,15.529,50.132,0.104
1783583433.3596637,90.6,81.6,12.677,15.529,3.689,0.261
1783583434.4101741,92.5,82.0,12.734,15.529,16.559,0.071
1783583435.4321797,96.2,82.2,12.76,15.529,13.23,220.434
1783583436.4518628,92.8,82.6,12.827,15.529,52.6,0.506
1783583437.4680018,89.9,82.7,12.839,15.529,24.303,0.02
1783583438.4898741,87.9,82.1,12.752,15.529,63.899,7.947
1783583439.5118659,96.1,82.3,12.785,15.529,103.806,45.324
1783583440.5293586,95.4,82.4,12.791,15.529,41.577,0.23
1783583441.552713,85.2,82.2,12.772,15.529,61.639,0.0
1783583442.5722573,86.0,82.3,12.787,15.529,3.905,0.353
1783583443.5922499,89.9,82.5,12.809,15.529,7.79,0.268
1783583444.6131353,92.2,82.7,12.842,15.529,1.867,0.532
1783583445.634315,92.8,82.9,12.867,15.529,9.67,0.0
1783583446.6554213,87.7,83.0,12.885,15.529,0.207,0.027
1783583447.6765983,91.2,83.3,12.938,15.529,3.275,0.05
1783583448.697957,87.7,83.1,12.908,15.529,3.756,0.034
1783583449.7171836,91.0,83.0,12.891,15.529,8.582,1.257
1783583450.7384229,89.8,83.2,12.926,15.529,11.999,187.621
1783583451.7584696,86.9,83.3,12.944,15.529,3.169,0.168
1783583452.7765026,87.5,83.5,12.963,15.529,0.637,0.154
1783583453.794926,87.5,83.6,12.982,15.529,0.928,0.207
1783583454.8148413,89.9,83.7,12.999,15.529,1.67,0.532
1783583455.8954897,88.7,83.9,13.022,15.529,0.571,0.177
1783583456.915406,88.7,83.9,13.033,15.529,0.0,0.069
1783583457.9374375,86.1,83.9,13.035,15.529,0.753,0.043
1783583458.9526494,85.8,83.7,13.0,15.529,33.432,0.131
1783583459.9729204,85.2,83.8,13.007,15.529,17.416,0.054
1783583460.9925377,87.4,83.9,13.032,15.529,37.947,0.061
1783583462.0120885,84.6,84.0,13.038,15.529,31.76,0.019
1783583463.0324128,88.4,84.1,13.064,15.529,19.243,0.728
1783583464.0521398,87.4,84.2,13.082,15.529,1.268,0.234
1783583465.072725,89.2,84.4,13.113,15.529,2.637,0.318
1783583466.093277,88.6,84.4,13.11,15.529,1.47,12.007
1783583467.1080308,86.4,84.6,13.133,15.529,5.62,0.212
1783583468.1289535,86.4,84.6,13.138,15.529,0.674,0.176
1783583469.1488442,86.5,84.5,13.127,15.529,0.264,0.0
1783583470.1648982,87.3,84.5,13.13,15.529,0.354,0.065
1783583471.1801245,86.1,84.7,13.159,15.529,1.335,0.181
1783583472.2026272,87.3,84.8,13.171,15.529,3.33,0.115
1783583473.219519,88.8,84.7,13.16,15.529,2.287,0.362
1783583474.2404795,88.6,85.0,13.195,15.529,0.111,0.042
1783583475.260949,90.8,85.1,13.219,15.529,1.202,0.038
1783583476.2824414,90.1,85.3,13.245,15.529,0.509,0.107
1783583477.3028767,88.3,85.1,13.223,15.529,7.603,0.085
1783583478.3224792,89.4,85.1,13.222,15.529,10.368,0.061
1783583479.3432891,83.5,85.2,13.229,15.529,23.346,1.362
1783583480.363218,88.3,85.6,13.287,15.529,17.984,102.129
1783583481.3919775,87.5,85.4,13.258,15.529,29.041,115.176
1783583482.413253,89.2,85.5,13.27,15.529,32.691,0.521
1783583483.434372,88.9,85.5,13.28,15.529,13.086,0.222
1783583484.4549322,92.5,85.7,13.311,15.529,16.88,0.034
1783583485.476135,94.7,86.3,13.401,15.529,12.198,0.0
1783583486.497741,86.3,86.0,13.352,15.529,5.66,0.065
1783583487.5173934,88.8,85.8,13.318,15.529,0.878,0.069
1783583488.5368147,88.3,85.8,13.325,15.529,0.0,0.042
1783583489.556677,86.5,86.0,13.36,15.529,1.591,0.0
1783583490.576703,88.1,86.1,13.375,15.529,0.724,0.257
1783583491.5946486,87.3,86.2,13.39,15.529,0.188,0.2
1783583492.6112385,89.3,86.3,13.407,15.529,0.839,0.104
1783583493.629919,86.6,86.4,13.425,15.529,0.299,0.088
1783583494.649782,88.4,86.6,13.442,15.529,0.793,0.264
1783583495.6701283,93.4,86.6,13.445,15.529,3.744,218.592
1783583496.691563,94.8,86.8,13.485,15.529,86.999,0.176
1783583497.7079132,98.2,87.2,13.536,15.529,22.888,0.462
1783583498.7278183,91.1,87.1,13.521,15.529,13.922,0.379
1783583499.7465532,89.6,87.1,13.521,15.529,1.202,0.134
1783583500.7655134,85.7,87.1,13.527,15.529,42.04,0.031
