timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783587443.8338425,0.0,95.9,14.887,15.529,0.0,0.0
1783587444.8441746,45.0,96.3,14.958,15.529,235.888,3.109
1783587445.8533492,57.2,95.0,14.759,15.529,84.733,5.427
1783587446.8676078,73.7,94.4,14.653,15.529,60.109,1.98
1783587447.8818014,48.9,93.1,14.458,15.529,90.335,1.972
1783587448.8932583,50.1,92.7,14.397,15.529,115.646,0.456
1783587449.9041026,34.8,92.0,14.289,15.529,86.083,1.979
1783587450.9199607,43.8,91.8,14.252,15.529,25.803,2.008
1783587451.9308214,59.0,91.7,14.247,15.529,35.813,2.481
1783587452.9461148,87.5,90.3,14.025,15.529,57.803,28.894
1783587453.961006,93.8,90.4,14.042,15.529,33.404,6.201
1783587454.9786606,86.9,90.4,14.032,15.529,26.923,5.666
1783587456.0004709,92.6,90.3,14.028,15.529,78.018,12.547
1783587457.017511,98.9,89.9,13.96,15.529,73.541,13.497
1783587458.034845,99.4,89.2,13.848,15.529,31.044,72.171
1783587459.053055,98.0,88.2,13.7,15.529,56.441,73.724
1783587460.0703917,97.8,87.8,13.63,15.529,42.44,110.041
1783587461.0877042,96.6,87.3,13.558,15.529,43.349,64.036
1783587462.1050193,96.8,87.5,13.593,15.529,53.288,7.1
1783587463.121978,93.9,87.7,13.619,15.529,47.574,0.161
1783587464.139039,98.0,88.2,13.689,15.529,82.787,0.115
1783587465.1557167,98.0,88.6,13.754,15.529,39.056,0.211
1783587466.1722808,98.7,88.6,13.763,15.529,66.585,0.304
1783587467.18917,99.6,88.5,13.745,15.529,52.938,0.592
1783587468.206444,98.9,88.5,13.748,15.529,62.074,0.0
1783587469.2235026,98.6,88.6,13.765,15.529,71.873,0.023
1783587470.2415588,83.6,88.9,13.803,15.529,54.343,0.031
1783587471.2550468,48.8,88.8,13.788,15.529,30.907,0.317
1783587472.265188,64.3,88.5,13.744,15.529,7.844,0.124
1783587473.2811904,63.5,87.6,13.609,15.529,18.684,0.077
1783587474.2911425,65.1,86.3,13.408,15.529,4.856,0.193
1783587475.304159,44.4,84.6,13.134,15.529,6.258,0.201
1783587476.3132079,47.2,83.7,13.002,15.529,2.877,0.02
1783587477.3220263,62.4,81.2,12.604,15.529,9.058,0.027
1783587478.334649,63.7,80.3,12.477,15.529,3.881,0.243
1783587479.3497531,57.8,79.3,12.321,15.529,11.19,80.868
1783587480.3603873,74.9,78.9,12.251,15.529,21.92,102.906
1783587481.3808856,72.9,79.3,12.307,15.529,335.634,27.92
1783587482.3939867,68.2,78.5,12.186,15.529,5.417,68.061
1783587483.4054596,80.7,77.8,12.085,15.529,17.46,85.044
1783587484.4241984,71.1,77.0,11.962,15.529,11.254,175.577
1783587485.4393182,56.9,77.0,11.965,15.529,19.351,109.05
1783587486.4570956,68.1,77.6,12.046,15.529,13.441,2.503
1783587487.4706464,64.0,78.3,12.166,15.529,15.042,0.023
1783587488.485332,69.1,78.6,12.203,15.529,33.166,0.223
1783587489.5039914,65.3,79.6,12.359,15.529,20.945,1.028
1783587490.5190477,69.9,79.5,12.351,15.529,4.268,0.219
1783587491.5325289,80.5,80.0,12.43,15.529,8.607,2.043
1783587492.5500956,98.9,80.7,12.525,15.529,19.595,0.0
1783587493.5722482,97.0,81.2,12.617,15.529,52.333,0.363
1783587494.5900433,98.0,82.1,12.756,15.529,22.054,0.134
1783587495.6071937,98.0,82.6,12.834,15.529,40.232,0.139
1783587496.62582,98.6,82.7,12.846,15.529,5.196,0.012
1783587497.6415386,99.4,83.2,12.927,15.529,49.253,8.884
1783587498.6595573,96.9,83.8,13.013,15.529,28.625,0.169
1783587499.6778464,96.2,85.0,13.207,15.529,1.973,0.069
1783587500.6954556,95.9,85.2,13.236,15.529,1.076,0.02
1783587501.7128208,97.9,85.9,13.339,15.529,24.854,0.065
1783587502.7309725,99.1,87.2,13.546,15.529,43.081,19.651
1783587503.7531807,97.2,87.6,13.598,15.529,13.986,18.786
1783587504.8157232,98.8,88.4,13.734,15.529,78.325,0.0
1783587505.8327525,99.5,90.2,14.002,15.529,35.528,0.081
1783587506.850219,99.4,91.2,14.162,15.529,93.305,0.027
1783587507.867406,100.0,91.2,14.163,15.529,38.958,43.491
1783587508.886117,99.9,91.7,14.241,15.529,41.093,27.064
1783587509.9035656,99.8,92.4,14.344,15.529,35.175,80.836
1783587510.921312,97.6,91.8,14.257,15.529,51.953,134.343
1783587511.9382994,92.8,91.5,14.212,15.529,23.943,58.867
1783587512.9556785,92.1,91.7,14.242,15.529,38.199,44.419
1783587513.976521,96.8,91.6,14.232,15.529,22.493,78.317
1783587514.992253,93.2,91.1,14.149,15.529,14.357,94.052
1783587516.0140052,96.2,91.2,14.158,15.529,14.314,151.051
1783587517.036847,99.3,90.2,14.012,15.529,4.686,101.418
1783587518.0583696,96.3,90.1,13.986,15.529,8.026,29.498
1783587519.0799632,96.8,90.1,13.993,15.529,5.121,0.069
1783587520.0978148,96.5,90.9,14.114,15.529,21.557,0.015
1783587521.1134715,96.5,91.4,14.201,15.529,7.131,0.135
1783587522.1351185,95.2,91.7,14.24,15.529,7.8,0.161
1783587523.1522033,95.6,92.2,14.325,15.529,15.174,0.042
1783587524.1695487,98.2,92.1,14.306,15.529,11.01,22.5
1783587525.1861892,98.0,92.2,14.322,15.529,14.762,0.784
1783587526.2031968,96.7,92.6,14.388,15.529,23.288,0.1
1783587527.2200341,100.0,92.6,14.373,15.529,25.155,9.108
1783587528.2373064,91.8,92.8,14.406,15.529,28.559,79.682
1783587529.2603004,99.2,93.2,14.471,15.529,56.253,0.099
1783587530.2777588,99.0,93.7,14.548,15.529,85.632,0.238
1783587531.2997985,97.9,94.2,14.625,15.529,54.414,0.069
1783587532.3169549,97.5,94.3,14.651,15.529,30.38,0.015
1783587533.3336375,96.5,94.5,14.668,15.529,16.15,0.081
1783587534.351894,98.9,95.2,14.78,15.529,44.14,0.284
1783587535.3685389,97.9,95.3,14.804,15.529,23.264,0.353
