timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783586104.6704998,6.3,96.3,14.959,15.529,2640625.0,0.0
1783586105.7010615,53.8,97.2,15.091,15.529,225.838,7.767
1783586106.7173212,52.6,97.7,15.171,15.529,181.245,0.024
1783586107.7354915,69.3,97.9,15.196,15.529,180.512,7.355
1783586108.75249,55.0,98.0,15.213,15.529,141.421,6.046
1783586109.766422,65.7,98.4,15.275,15.529,141.905,4.007
1783586110.78436,56.4,98.8,15.344,15.529,144.588,4.087
1783586111.802163,58.1,99.6,15.468,15.529,177.414,4.107
1783586112.8210742,57.4,99.8,15.499,15.529,138.113,4.531
1783586113.8371794,65.9,99.6,15.464,15.529,134.941,22.347
1783586114.8529162,63.2,99.7,15.483,15.529,122.786,0.035
1783586115.870656,72.4,100.0,15.528,15.529,136.827,4.045
1783586116.9490814,38.7,100.0,15.529,15.529,96.653,25.74
1783586117.9666183,27.5,100.0,15.529,15.529,95.529,29.16
1783586118.983521,26.9,100.0,15.529,15.529,61.189,27.139
1783586120.0453835,36.3,100.0,15.529,15.529,161.969,23.062
1783586121.0879514,36.3,99.9,15.508,15.529,165.362,28.685
1783586122.103574,33.8,100.0,15.529,15.529,181.862,19.704
1783586123.1583004,31.5,100.0,15.526,15.529,119.721,30.936
1783586124.1704805,33.9,100.0,15.529,15.529,74.499,22.893
1783586125.2077923,32.2,100.0,15.529,15.529,84.758,28.605
1783586126.3079698,30.2,100.0,15.529,15.529,56.829,25.937
1783586127.332005,30.0,100.0,15.529,15.529,65.34,27.305
1783586128.3717465,22.1,100.0,15.529,15.529,47.01,23.192
1783586129.4097579,37.0,100.0,15.524,15.529,103.0,32.221
1783586130.4241734,27.1,100.0,15.528,15.529,92.766,25.03
1783586131.5165615,26.5,100.0,15.529,15.529,65.803,24.345
1783586132.5536997,34.6,100.0,15.529,15.529,88.854,28.218
1783586133.671135,28.2,100.0,15.529,15.529,151.061,28.371
1783586134.6832464,29.2,100.0,15.528,15.529,127.221,29.553
1783586135.851661,24.3,100.0,15.529,15.529,71.485,27.498
1783586136.8783574,27.7,100.0,15.529,15.529,81.229,29.361
1783586137.9360187,20.9,100.0,15.529,15.529,53.748,25.82
1783586138.989395,32.1,99.9,15.52,15.529,172.831,26.785
1783586140.0044475,34.7,100.0,15.529,15.529,122.384,21.928
1783586141.0417676,25.9,100.0,15.529,15.529,93.978,28.665
1783586142.0809,32.6,100.0,15.529,15.529,90.769,27.205
1783586143.109615,30.9,100.0,15.526,15.529,59.791,25.794
1783586144.1644232,28.1,100.0,15.529,15.529,101.06,18.172
1783586145.1785398,58.1,99.4,15.444,15.529,126.413,118.419
1783586146.194319,52.6,98.7,15.332,15.529,81.831,127.2
1783586147.2112982,46.3,97.2,15.095,15.529,58.224,212.455
1783586148.2276042,35.7,96.7,15.023,15.529,41.357,127.914
1783586149.2425992,59.8,96.1,14.928,15.529,56.19,137.978
1783586150.2624338,72.5,95.4,14.812,15.529,55.471,215.948
1783586151.2829485,69.1,94.8,14.722,15.529,51.893,158.828
1783586152.3000255,87.3,94.4,14.656,15.529,69.35,127.902
1783586153.3179002,83.7,93.7,14.545,15.529,95.369,165.733
1783586154.3346603,90.9,93.5,14.523,15.529,65.884,60.352
1783586155.3572304,89.6,93.9,14.589,15.529,34.876,42.479
1783586156.3803997,60.9,93.5,14.526,15.529,46.855,85.782
1783586157.4150047,77.0,93.8,14.564,15.529,148.759,153.029
1783586158.4325364,83.8,93.5,14.524,15.529,76.864,147.68
1783586159.455258,61.6,93.2,14.478,15.529,46.532,64.465
1783586160.4729226,65.4,92.8,14.417,15.529,91.697,47.279
1783586161.4903371,58.4,92.4,14.347,15.529,63.854,75.847
1783586162.5078487,58.8,92.4,14.344,15.529,38.688,42.371
1783586163.5260658,53.1,92.5,14.364,15.529,58.32,27.802
1783586164.5422645,53.2,92.1,14.298,15.529,19.032,90.814
1783586165.5591404,40.4,91.1,14.148,15.529,13.404,99.624
1783586166.5733929,50.8,89.7,13.927,15.529,15.958,109.652
