timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783583853.8126347,5.6,94.0,14.59,15.529,78125.0,0.0
1783583854.820671,63.0,95.3,14.807,15.529,317.371,17.667
1783583855.832801,77.4,95.5,14.836,15.529,16.534,20.551
1783583856.847144,66.4,95.2,14.783,15.529,5.515,12.119
1783583857.8648975,74.6,94.8,14.715,15.529,17.182,10.743
1783583858.877144,59.9,94.7,14.699,15.529,12.855,9.79
1783583859.8898475,71.7,94.5,14.683,15.529,8.232,7.098
1783583860.9024794,70.1,94.3,14.646,15.529,6.23,5.296
1783583861.913079,58.4,93.6,14.53,15.529,1.89,6.548
1783583862.925136,53.9,93.5,14.524,15.529,0.625,2.038
1783583863.9359975,65.6,93.0,14.439,15.529,0.904,8.262
1783583864.94776,55.8,93.1,14.46,15.529,34.29,2.097
1783583865.9583843,71.4,93.3,14.485,15.529,37.658,2.076
1783583866.9737368,65.5,93.8,14.562,15.529,112.175,2.312
1783583867.9835799,48.1,94.6,14.691,15.529,200.317,0.228
1783583868.9926677,59.9,95.5,14.832,15.529,183.725,2.021
1783583870.0062556,62.8,95.1,14.768,15.529,91.095,84.158
1783583871.0238194,58.7,95.1,14.765,15.529,114.739,13.57
1783583872.0352015,70.8,95.0,14.756,15.529,86.384,13.506
1783583873.051498,62.8,95.0,14.747,15.529,81.523,16.266
1783583874.0704079,76.5,92.7,14.395,15.529,25.146,14.825
1783583875.0936048,87.3,87.7,13.622,15.529,2.616,235.621
1783583876.1375854,81.9,83.5,12.965,15.529,4.127,3.869
1783583877.153661,81.0,82.5,12.814,15.529,1.366,1.084
1783583878.1730227,69.0,82.2,12.765,15.529,151.696,17.754
1783583879.1859777,93.9,81.7,12.684,15.529,14.141,117.266
1783583880.2072034,99.7,81.9,12.717,15.529,6.729,2.957
1783583881.2283783,97.5,81.2,12.616,15.529,0.612,133.494
1783583882.2469852,92.8,80.5,12.501,15.529,1.009,174.856
1783583883.2673457,94.4,78.7,12.216,15.529,0.796,321.784
1783583884.2882223,93.8,78.7,12.225,15.529,0.915,28.916
1783583885.3085053,92.3,78.7,12.226,15.529,0.827,0.311
1783583886.3274434,93.5,79.2,12.299,15.529,66.518,0.337
1783583887.348129,96.6,79.3,12.31,15.529,0.631,0.134
1783583888.3692932,90.1,79.4,12.325,15.529,0.413,0.0
1783583889.389589,91.7,79.3,12.308,15.529,1.041,0.145
1783583890.4094906,88.4,79.4,12.327,15.529,1.081,73.66
1783583891.4294045,93.7,80.0,12.416,15.529,12.209,0.031
1783583892.4509313,93.4,79.6,12.363,15.529,1.25,0.141
1783583893.470395,92.4,79.8,12.388,15.529,2.364,1.433
1783583894.487683,92.9,80.3,12.473,15.529,2.557,0.138
1783583895.5089464,95.4,81.0,12.573,15.529,0.62,0.05
1783583896.5299993,97.8,81.3,12.633,15.529,0.444,0.08
1783583897.5503888,91.1,81.7,12.692,15.529,1.083,0.05
1783583898.5663218,90.8,82.0,12.729,15.529,1.33,0.015
1783583899.5860035,95.7,81.8,12.707,15.529,2.007,3.222
