timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783584958.2021556,70.0,93.4,14.504,15.529,933593.75,2976562.5
1783584959.2242222,50.8,92.9,14.422,15.529,75.411,102.925
1783584960.24574,63.3,93.1,14.461,15.529,40.806,1.958
1783584961.2612855,72.7,93.4,14.51,15.529,98.477,2.419
1783584962.2728765,56.0,94.1,14.61,15.529,134.043,0.081
1783584963.2833345,46.8,95.1,14.765,15.529,169.791,2.269
1783584964.2977467,61.3,94.9,14.744,15.529,132.032,1.171
1783584965.3101015,55.7,95.8,14.879,15.529,131.072,1.019
1783584966.3227856,84.3,96.0,14.901,15.529,131.39,0.228
1783584967.3461068,98.6,95.9,14.897,15.529,103.667,2.13
1783584968.3735209,93.7,95.8,14.872,15.529,68.482,2.152
1783584969.3969965,99.6,95.5,14.832,15.529,63.935,17.588
1783584970.4199443,99.6,95.6,14.852,15.529,91.881,0.477
1783584971.4434817,98.0,96.2,14.946,15.529,108.863,0.698
1783584972.4668283,98.6,96.6,15.004,15.529,115.307,0.244
1783584973.490785,95.0,96.4,14.967,15.529,70.434,0.103
1783584974.5129373,94.1,95.2,14.779,15.529,55.918,0.02
1783584975.5346398,96.6,95.5,14.824,15.529,46.341,0.076
1783584976.5629404,93.6,94.6,14.69,15.529,62.873,190.663
1783584977.5852501,96.0,94.7,14.701,15.529,66.627,61.816
1783584978.603053,59.0,94.7,14.713,15.529,104.234,12.742
1783584979.6149979,68.2,95.8,14.874,15.529,191.821,0.946
1783584980.635786,72.7,95.2,14.787,15.529,291.493,83.349
1783584981.6561434,71.8,94.8,14.724,15.529,123.563,24.742
1783584982.678459,73.0,94.6,14.687,15.529,79.687,3.928
1783584983.7001193,63.1,93.8,14.559,15.529,13.672,0.111
1783584984.7116778,79.4,93.7,14.546,15.529,61.528,50.29
1783584985.7591772,96.0,93.6,14.537,15.529,91.791,77.757
1783584986.7828147,97.0,94.1,14.605,15.529,53.671,0.253
1783584987.8363333,97.6,94.1,14.606,15.529,35.124,1.114
1783584988.9022975,93.7,93.5,14.515,15.529,37.774,4.136
1783584989.9252956,72.2,92.7,14.403,15.529,22.203,0.963
1783584990.9445155,63.8,91.0,14.132,15.529,7.762,63.905
1783584991.9603982,67.7,88.5,13.746,15.529,8.594,115.759
1783584992.9817555,67.8,86.7,13.465,15.529,6.314,118.695
1783584994.001283,74.9,86.7,13.464,15.529,396.202,55.418
1783584995.0228012,76.8,86.5,13.43,15.529,32.511,65.432
1783584996.0480573,80.0,84.8,13.174,15.529,5.38,74.101
1783584997.0671744,88.8,84.0,13.037,15.529,2.986,32.937
1783584998.088311,81.9,83.1,12.907,15.529,6.651,130.706
1783584999.1102576,72.4,82.7,12.835,15.529,5.799,15.034
1783585000.128898,72.5,81.9,12.713,15.529,0.989,57.069
1783585001.1488452,73.5,80.6,12.511,15.529,3.899,137.251
1783585002.1661289,68.5,79.9,12.411,15.529,1.267,128.022
1783585003.1892576,72.1,79.4,12.334,15.529,1.826,136.835
1783585004.208607,66.0,78.6,12.209,15.529,21.496,174.687
1783585005.2284894,66.0,78.3,12.161,15.529,2.701,128.588
1783585006.2489276,76.3,78.1,12.125,15.529,3.972,115.763
1783585007.2693899,82.2,78.7,12.214,15.529,34.782,57.147
1783585008.2899024,81.6,78.7,12.22,15.529,55.714,0.256
1783585009.3104577,83.5,79.6,12.364,15.529,22.262,0.36
1783585010.3306313,82.0,80.0,12.418,15.529,34.813,0.222
1783585011.351441,82.4,80.3,12.466,15.529,3.62,0.004
1783585012.3717287,83.2,81.2,12.607,15.529,2.667,0.015
1783585013.392591,83.2,81.8,12.71,15.529,3.31,0.019
1783585014.4129372,81.1,84.1,13.06,15.529,1.36,1.513
1783585015.4373748,83.1,84.8,13.173,15.529,17.344,0.644
1783585016.4572184,83.1,87.1,13.521,15.529,35.74,1.027
1783585017.4797816,83.6,86.6,13.447,15.529,20.907,59.967
1783585018.5055916,83.2,86.6,13.453,15.529,16.65,6.778
1783585019.5268068,81.8,86.9,13.492,15.529,1.959,0.058
1783585020.5480013,81.6,86.8,13.484,15.529,6.495,0.019
1783585021.5685441,82.4,86.9,13.489,15.529,10.692,0.195
1783585022.5899677,81.4,87.1,13.519,15.529,12.31,0.054
1783585023.6120842,80.4,87.1,13.533,15.529,3.294,0.279
1783585024.6338606,82.8,87.1,13.521,15.529,37.058,0.299
1783585025.6578503,83.0,87.5,13.58,15.529,27.984,91.424
1783585026.6780884,89.9,87.5,13.588,15.529,27.555,27.016
1783585027.697186,95.5,87.6,13.601,15.529,16.876,0.0
1783585028.7215247,95.0,88.2,13.694,15.529,69.85,0.408
1783585029.7617261,91.6,88.4,13.722,15.529,33.056,0.113
1783585030.783706,91.8,88.5,13.739,15.529,22.143,0.18
1783585031.8048553,89.1,88.5,13.736,15.529,11.541,0.13
1783585032.827233,89.4,87.8,13.637,15.529,7.277,99.588
1783585033.8498805,91.5,86.7,13.46,15.529,9.497,218.833
1783585034.8723075,93.1,85.9,13.34,15.529,5.729,125.258
1783585035.8934965,93.6,85.3,13.244,15.529,3.638,125.547
1783585036.9147751,93.6,84.8,13.169,15.529,4.081,67.386
1783585037.9356973,87.7,84.9,13.177,15.529,0.758,0.298
1783585038.9559593,82.3,84.8,13.17,15.529,9.128,0.046
1783585039.9769118,82.4,85.0,13.194,15.529,1.496,0.341
1783585040.992763,83.1,85.1,13.22,15.529,1.765,25.398
1783585042.0145123,87.8,85.2,13.226,15.529,3.956,0.096
1783585043.0348928,87.8,85.3,13.239,15.529,56.805,3.71
1783585044.0789368,84.0,85.8,13.329,15.529,25.165,0.326
1783585045.1220438,83.0,86.4,13.41,15.529,65.287,0.813
1783585046.148506,89.5,86.6,13.441,15.529,68.201,0.202
1783585047.171974,89.7,86.8,13.475,15.529,78.952,9.931
1783585048.1940706,92.0,87.0,13.508,15.529,4.701,0.061
1783585049.2146437,87.6,87.0,13.509,15.529,5.806,0.161
1783585050.2345908,77.6,87.1,13.523,15.529,4.604,0.092
1783585051.2540648,77.9,87.1,13.526,15.529,1.68,0.146
1783585052.2745934,81.2,87.3,13.553,15.529,4.506,0.486
1783585053.295874,81.9,87.7,13.621,15.529,49.203,0.455
1783585054.3367488,78.1,88.0,13.668,15.529,6.072,0.218
