timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783582125.2641518,12.6,93.9,14.582,15.529,618164.062,250000.0
1783582126.2918606,45.7,94.2,14.626,15.529,58.711,6.598
1783582127.3038032,50.5,94.2,14.621,15.529,8.952,7.581
1783582128.3153255,48.7,94.1,14.613,15.529,9.943,5.044
1783582129.3238158,51.6,93.8,14.568,15.529,7.883,5.186
1783582130.3372338,52.7,93.9,14.581,15.529,7.529,3.947
1783582131.349744,47.8,94.0,14.605,15.529,2.056,6.408
1783582132.3594983,52.9,93.9,14.575,15.529,11.014,2.971
1783582133.3776124,69.4,93.8,14.572,15.529,18.723,0.288
1783582134.3905077,56.7,93.8,14.568,15.529,4.555,2.997
1783582135.4094439,81.0,92.8,14.406,15.529,1.301,3.454
1783582136.4367423,72.9,92.3,14.34,15.529,1.357,2.966
1783582137.4483514,46.8,93.0,14.436,15.529,150.298,0.062
1783582138.4589467,57.6,93.7,14.554,15.529,165.045,3.131
1783582139.4719727,54.4,94.1,14.611,15.529,130.175,2.202
1783582140.484865,64.9,94.7,14.705,15.529,119.429,2.044
1783582141.5026681,63.3,95.1,14.77,15.529,130.658,0.073
1783582142.51887,71.8,95.2,14.789,15.529,112.167,2.06
1783582143.5351295,77.5,95.3,14.794,15.529,111.254,1.984
1783582144.5544102,81.4,95.8,14.873,15.529,110.096,2.165
1783582145.567853,68.3,94.9,14.734,15.529,134.621,0.301
1783582146.587582,86.1,95.4,14.813,15.529,193.318,2.065
1783582147.6053276,96.0,95.5,14.833,15.529,186.033,2.664
1783582148.6225286,96.7,95.9,14.885,15.529,194.578,1.986
1783582149.645322,94.7,95.4,14.817,15.529,162.211,0.39
1783582150.661537,94.0,94.9,14.733,15.529,42.898,2.141
1783582151.682858,81.2,94.3,14.64,15.529,54.801,1.989
1783582152.7014,84.9,90.8,14.108,15.529,22.684,1.009
1783582153.7217762,89.5,90.5,14.05,15.529,31.154,2.049
1783582154.7449782,97.7,89.5,13.905,15.529,26.999,20.745
1783582155.7659848,88.5,88.0,13.66,15.529,22.909,220.612
1783582156.7869031,84.8,86.8,13.477,15.529,2.055,0.742
1783582157.8017094,77.1,85.2,13.238,15.529,4.779,0.262
1783582158.820942,75.9,85.0,13.2,15.529,43.212,10.072
1783582159.8405652,77.0,83.7,13.003,15.529,15.023,17.389
1783582160.8600824,80.1,80.2,12.454,15.529,11.232,333.667
1783582161.8805048,82.7,78.7,12.227,15.529,2.393,100.081
1783582162.9001548,84.8,78.0,12.119,15.529,1.291,44.646
1783582163.9171891,79.2,77.0,11.955,15.529,2.194,34.864
1783582164.93707,85.2,75.7,11.751,15.529,11.142,193.669
1783582165.9529119,84.5,72.5,11.267,15.529,3.046,431.689
1783582166.9675715,82.0,71.9,11.173,15.529,3.057,0.439
1783582167.9822261,70.1,71.7,11.131,15.529,52.69,0.027
1783582168.9945407,80.6,72.1,11.194,15.529,26.757,0.024
1783582170.0066614,70.8,72.6,11.272,15.529,0.259,0.066
1783582171.0192318,66.6,72.6,11.28,15.529,0.694,0.081
1783582172.030908,66.5,72.8,11.304,15.529,0.876,0.023
1783582173.0485983,66.5,72.6,11.279,15.529,2.321,0.169
1783582174.0662544,70.8,72.8,11.306,15.529,1.782,0.02
1783582175.0843215,78.6,73.2,11.363,15.529,52.974,0.219
1783582176.1036863,73.3,73.3,11.377,15.529,6.024,0.621
1783582177.120471,68.9,73.4,11.397,15.529,7.783,0.046
