timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783580278.1277676,20.8,91.9,14.27,15.529,7812.5,4000000.0
1783580279.1414878,56.0,92.4,14.347,15.529,20.586,22.816
1783580280.15791,63.7,92.6,14.383,15.529,8.997,24.346
1783580281.1731436,57.9,92.7,14.39,15.529,14.485,10.796
1783580282.1824486,56.0,92.4,14.343,15.529,18.087,15.183
1783580283.1930883,77.1,92.3,14.33,15.529,11.224,13.957
1783580284.2077765,64.9,92.2,14.325,15.529,8.7,9.817
1783580285.2188582,56.6,92.1,14.304,15.529,10.91,6.823
1783580286.230677,69.1,92.0,14.286,15.529,6.648,16.612
1783580287.2448053,63.2,92.1,14.297,15.529,5.916,10.123
1783580288.2568636,55.0,91.8,14.263,15.529,2.864,2.964
1783580289.2712462,74.7,91.3,14.172,15.529,1.442,2.145
1783580290.2831225,50.1,91.0,14.131,15.529,4.262,2.965
1783580291.2923422,48.6,90.8,14.102,15.529,15.275,2.973
1783580292.303238,63.2,91.2,14.166,15.529,78.362,2.991
1783580293.3159037,64.6,91.9,14.264,15.529,116.204,0.0
1783580294.3334816,72.9,92.3,14.332,15.529,104.796,2.035
1783580295.347645,63.1,92.4,14.351,15.529,103.796,1.972
1783580296.3622613,70.2,92.0,14.285,15.529,51.825,2.268
1783580297.381405,74.6,91.9,14.264,15.529,93.641,0.077
1783580298.397071,62.2,92.0,14.294,15.529,122.322,2.335
1783580299.4153707,78.8,91.1,14.144,15.529,52.201,2.229
1783580300.4268336,79.5,90.0,13.97,15.529,87.733,0.182
1783580301.4465349,64.4,89.8,13.942,15.529,48.44,1.961
1783580302.4604325,65.6,90.2,14.013,15.529,35.091,2.05
1783580303.4752223,76.1,90.2,14.004,15.529,30.775,1.971
1783580304.4899414,68.9,87.3,13.561,15.529,40.194,0.131
1783580305.5091293,65.8,84.8,13.173,15.529,43.08,2.028
1783580306.5357988,63.4,85.1,13.221,15.529,17.308,2.549
1783580307.551442,60.6,85.5,13.276,15.529,25.488,17.854
1783580308.5683293,55.5,85.9,13.347,15.529,26.805,0.061
1783580309.5825846,59.3,85.6,13.292,15.529,11.092,138.687
1783580310.60002,73.9,86.0,13.361,15.529,38.577,0.242
1783580311.6114275,62.4,83.8,13.007,15.529,33.084,228.931
1783580312.6259818,59.3,82.3,12.787,15.529,0.478,0.02
1783580313.6400487,64.9,80.6,12.511,15.529,0.651,119.903
1783580314.6549082,64.4,78.3,12.152,15.529,40.345,323.421
1783580315.6688895,47.5,78.3,12.154,15.529,2.281,0.181
1783580316.685059,52.5,78.5,12.19,15.529,0.457,83.129
1783580317.6952088,54.8,78.8,12.233,15.529,1.543,0.124
1783580318.7069764,53.0,78.8,12.242,15.529,0.154,1.085
1783580319.717147,47.3,78.9,12.252,15.529,18.807,1.156
1783580320.7313087,51.9,79.0,12.267,15.529,21.134,0.0
1783580321.7445536,51.6,78.8,12.233,15.529,0.825,0.12
1783580322.7607338,55.9,78.9,12.26,15.529,0.823,0.062
1783580323.7742374,46.3,79.0,12.269,15.529,0.582,0.077
1783580324.78668,50.3,79.0,12.267,15.529,0.382,0.131
1783580325.7970138,52.0,79.1,12.283,15.529,0.456,0.143
1783580326.8141496,44.0,79.2,12.293,15.529,0.188,0.015
1783580327.8240986,56.2,79.2,12.295,15.529,37.903,0.043
1783580328.8398194,59.6,79.6,12.366,15.529,0.135,0.069
1783580329.8509357,46.8,79.7,12.38,15.529,0.255,0.259
1783580330.866786,47.8,79.5,12.353,15.529,0.123,0.008
1783580331.8773289,50.6,79.9,12.402,15.529,0.332,0.031
1783580332.889843,62.8,80.2,12.457,15.529,1.648,0.02
1783580333.9009933,50.6,80.3,12.467,15.529,0.07,0.093
1783580334.9144237,54.6,80.2,12.448,15.529,17.564,0.316
1783580335.9250793,54.5,81.3,12.62,15.529,20.284,0.05
1783580336.9415545,55.2,81.3,12.632,15.529,0.123,0.077
1783580337.9578643,51.6,81.5,12.653,15.529,0.296,0.112
1783580338.9798224,46.7,81.6,12.666,15.529,0.474,0.092
1783580339.989653,59.8,81.8,12.698,15.529,21.886,0.077
1783580341.0060897,62.9,81.8,12.71,15.529,3.101,0.031
1783580342.0215802,56.0,82.0,12.735,15.529,0.358,0.042
1783580343.0334826,57.8,82.1,12.742,15.529,33.926,0.082
1783580344.0461466,47.8,82.5,12.808,15.529,7.877,0.077
1783580345.0653665,55.0,82.2,12.761,15.529,4.174,0.111
1783580346.0782952,49.5,82.3,12.776,15.529,0.355,0.042
