timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783581817.3412454,13.5,94.8,14.718,15.529,210937.5,0.0
1783581818.3510046,52.8,95.0,14.747,15.529,10.127,5.973
1783581819.366597,53.8,95.1,14.769,15.529,1.062,5.385
1783581820.376887,47.4,95.1,14.767,15.529,1.611,4.218
1783581821.386459,46.1,95.4,14.814,15.529,73.257,0.117
1783581822.4042456,53.5,95.3,14.802,15.529,0.748,3.968
1783581823.4137847,51.8,95.2,14.786,15.529,11.867,3.034
1783581824.4251542,76.3,95.0,14.749,15.529,2.429,4.028
1783581825.4427762,64.2,94.9,14.732,15.529,8.276,2.948
1783581826.4566953,63.2,94.5,14.67,15.529,2.763,0.463
1783581827.4688466,66.1,93.8,14.57,15.529,4.064,3.439
1783581828.4816651,65.9,93.5,14.524,15.529,1.04,2.962
1783581829.4933624,47.2,93.6,14.53,15.529,52.963,2.05
1783581830.5021663,48.9,93.9,14.585,15.529,106.876,0.031
1783581831.5126615,54.8,94.4,14.661,15.529,99.778,1.995
1783581832.5253012,64.3,95.0,14.752,15.529,119.551,2.149
1783581833.558502,59.6,95.8,14.872,15.529,124.74,1.936
1783581834.5772438,83.6,95.7,14.861,15.529,101.32,0.176
1783581835.5990708,74.6,95.4,14.816,15.529,127.082,1.957
1783581836.613103,81.1,95.7,14.869,15.529,149.373,2.054
1783581837.6322157,68.0,95.5,14.826,15.529,126.19,4.105
1783581838.6519878,88.3,95.2,14.784,15.529,123.95,0.0
1783581839.6675084,80.3,90.9,14.109,15.529,129.214,2.954
1783581840.6827471,90.3,89.2,13.848,15.529,5.494,138.884
1783581841.6991081,87.3,88.8,13.794,15.529,4.536,199.833
1783581842.7197847,88.7,88.1,13.687,15.529,5.624,3.456
1783581843.7373097,81.9,86.4,13.411,15.529,2.987,2.088
1783581844.7580702,83.4,83.2,12.927,15.529,0.915,304.327
1783581845.7776968,81.6,82.0,12.734,15.529,1.134,4.624
1783581846.7966068,79.2,81.0,12.572,15.529,0.583,2.044
1783581847.8156357,76.1,79.9,12.403,15.529,4.013,1.986
1783581848.8342056,74.3,79.0,12.274,15.529,5.216,2.025
1783581849.8515894,75.6,78.4,12.178,15.529,56.905,117.063
1783581850.8707821,85.1,74.3,11.546,15.529,0.594,498.177
1783581851.8837135,84.9,73.5,11.412,15.529,3.764,2.947
1783581852.9020712,86.9,73.2,11.374,15.529,6.352,1.991
1783581853.9214044,87.7,72.8,11.3,15.529,9.866,3.531
1783581854.9414952,80.3,71.2,11.052,15.529,20.054,237.054
1783581855.9593403,72.7,71.4,11.081,15.529,3.212,1.036
1783581856.9778917,71.0,71.2,11.064,15.529,0.794,0.234
1783581857.9979737,71.2,71.3,11.08,15.529,4.249,0.027
1783581859.0116947,74.3,72.3,11.231,15.529,68.239,0.092
1783581860.0293837,75.9,72.6,11.267,15.529,24.119,1.183
1783581861.041599,74.1,72.7,11.286,15.529,0.93,0.077
1783581862.0584996,78.9,72.9,11.315,15.529,6.847,0.097
1783581863.07727,70.8,73.1,11.346,15.529,4.509,0.169
1783581864.0892832,81.7,73.2,11.367,15.529,0.733,0.116
1783581865.1095455,71.2,73.1,11.352,15.529,8.584,0.057
1783581866.1269767,69.7,73.1,11.351,15.529,3.241,0.0
1783581867.141235,69.2,73.3,11.382,15.529,4.449,0.093
1783581868.1586926,70.3,73.4,11.403,15.529,1.987,0.035
1783581869.1748066,73.8,73.6,11.423,15.529,8.638,0.081
1783581870.1929014,62.6,73.8,11.453,15.529,1.446,0.096
1783581871.2106125,66.1,73.9,11.474,15.529,0.756,0.146
1783581872.2279456,67.6,74.0,11.49,15.529,6.479,0.281
1783581873.240122,80.6,74.0,11.486,15.529,15.445,1.659
1783581874.2589319,81.5,74.1,11.513,15.529,41.222,0.027
1783581875.2788684,77.2,74.2,11.529,15.529,24.88,102.071
1783581876.2971535,71.2,74.8,11.611,15.529,16.794,0.065
1783581877.3152785,65.7,75.0,11.646,15.529,0.57,0.192
1783581878.3322954,82.9,78.7,12.222,15.529,66.018,0.096
1783581879.3473222,75.4,79.1,12.279,15.529,21.597,0.031
1783581880.3632245,70.2,78.6,12.207,15.529,2.718,0.046
1783581881.3808656,71.0,77.9,12.103,15.529,1.486,0.004
1783581882.3996236,69.5,77.6,12.05,15.529,1.262,41.296
1783581883.4147913,89.5,76.9,11.942,15.529,2.024,14.753
1783581884.4275227,88.4,76.3,11.856,15.529,0.463,0.066
1783581885.4451804,69.6,76.4,11.869,15.529,0.898,1.175
1783581886.4573567,69.0,76.5,11.882,15.529,0.633,0.0
1783581887.4746737,60.5,76.9,11.941,15.529,0.588,0.219
1783581888.4899187,64.7,77.1,11.978,15.529,0.581,0.262
1783581889.508285,67.6,77.5,12.033,15.529,6.374,109.094
1783581890.5247126,62.5,77.5,12.035,15.529,42.444,13.735
1783581891.5375597,61.9,77.6,12.047,15.529,23.888,0.008
1783581892.555343,69.9,78.0,12.112,15.529,0.388,0.196
1783581893.5873685,75.6,78.3,12.155,15.529,0.409,0.098
1783581894.6040251,79.2,78.5,12.187,15.529,1.575,0.415
1783581895.6185076,70.2,78.5,12.196,15.529,0.708,0.031
1783581896.6317856,76.1,78.8,12.231,15.529,0.671,0.046
1783581897.651941,73.5,78.6,12.204,15.529,1.639,0.257
1783581898.6693864,64.8,77.4,12.013,15.529,0.104,0.061
1783581899.6868632,56.5,77.4,12.023,15.529,0.154,0.004
1783581900.7037432,58.2,77.4,12.015,15.529,1.364,0.008
1783581901.7212353,52.7,77.4,12.02,15.529,0.089,0.127
1783581902.7381852,59.8,77.6,12.055,15.529,2.666,0.05
1783581903.7581058,59.6,77.7,12.073,15.529,20.242,0.126
1783581904.7745428,70.4,78.1,12.129,15.529,42.177,100.47
1783581905.787065,55.0,78.1,12.13,15.529,15.073,0.1
1783581906.8032982,65.0,78.3,12.163,15.529,1.96,5.182
1783581907.8185077,65.8,78.4,12.169,15.529,3.993,13.752
1783581908.8359058,61.3,78.5,12.183,15.529,0.825,13.691
1783581909.8538282,64.7,78.4,12.176,15.529,0.595,13.719
1783581910.8707426,66.7,78.5,12.195,15.529,0.334,13.706
1783581911.8881097,63.3,78.1,12.122,15.529,1.551,0.672
1783581912.9058676,62.4,78.3,12.152,15.529,0.583,0.376
1783581913.9226925,59.5,78.4,12.173,15.529,1.295,0.0
1783581914.9476342,62.6,78.5,12.189,15.529,0.736,1.589
1783581915.964959,58.8,78.5,12.183,15.529,1.559,0.092
1783581916.9821532,55.4,78.6,12.204,15.529,0.198,0.047
1783581917.9998279,57.6,78.3,12.166,15.529,43.174,0.054
1783581919.0119743,64.0,78.5,12.184,15.529,25.327,0.232
1783581920.025019,58.1,79.5,12.348,15.529,4.704,2.055
1783581921.0419471,58.1,79.7,12.382,15.529,1.59,0.023
1783581922.059076,52.7,79.8,12.399,15.529,0.6,0.05
1783581923.0707946,58.0,80.1,12.433,15.529,0.583,0.151
1783581924.0849502,65.6,80.1,12.446,15.529,0.42,0.027
1783581925.099568,69.4,80.8,12.555,15.529,42.63,0.05
1783581926.1170936,63.3,81.6,12.675,15.529,14.769,0.058
1783581927.1313941,70.4,81.4,12.637,15.529,4.472,0.043
1783581928.1493344,58.6,81.7,12.68,15.529,2.242,0.238
1783581929.166528,66.5,81.7,12.683,15.529,0.077,0.046
1783581930.1810749,56.6,81.8,12.696,15.529,3.068,0.0
1783581931.2015905,69.7,82.1,12.748,15.529,46.677,0.054
1783581932.2163057,56.6,82.3,12.776,15.529,35.461,0.301
1783581933.2337942,66.6,82.6,12.832,15.529,13.342,0.48
1783581934.266444,67.4,82.9,12.869,15.529,0.344,0.0
1783581935.2807112,56.7,82.6,12.824,15.529,0.069,198.831
1783581936.29791,63.6,82.6,12.831,15.529,0.521,0.131
