timestamp,cpu_percent,memory_percent,memory_used_gb,memory_total_gb,disk_read_mb_s,disk_write_mb_s
1783585764.0825944,52.1,99.9,15.519,15.529,30932128.906,203125.0
1783585765.16243,38.4,100.0,15.528,15.529,176.083,28.328
1783585766.2630754,33.6,100.0,15.522,15.529,231.822,28.481
1783585767.616429,24.0,100.0,15.523,15.529,94.497,19.7
1783585768.7128735,60.8,100.0,15.528,15.529,385.581,15.665
1783585769.734375,66.2,99.9,15.513,15.529,223.24,17.591
1783585770.7576525,46.2,100.0,15.529,15.529,124.51,18.896
1783585771.768963,55.8,99.9,15.52,15.529,247.613,16.111
1783585772.788091,36.6,100.0,15.529,15.529,138.593,27.578
1783585774.051789,33.1,100.0,15.529,15.529,105.844,22.244
1783585775.1101768,48.1,100.0,15.528,15.529,240.311,13.128
1783585776.1276472,36.1,100.0,15.528,15.529,109.836,23.768
1783585777.1391988,23.5,100.0,15.529,15.529,54.994,31.569
1783585778.1843197,23.1,100.0,15.529,15.529,58.55,25.464
1783585779.2429984,20.2,100.0,15.529,15.529,61.37,26.124
1783585780.3264992,27.4,100.0,15.529,15.529,67.892,24.472
1783585781.3510463,35.8,100.0,15.529,15.529,156.41,28.805
1783585782.395297,39.2,100.0,15.529,15.529,174.562,25.429
1783585783.4074144,37.5,100.0,15.529,15.529,119.043,25.399
1783585784.4504504,53.0,99.7,15.477,15.529,142.669,111.858
1783585785.4716213,57.3,98.7,15.33,15.529,90.593,128.835
1783585786.504314,49.9,98.0,15.219,15.529,71.847,133.144
1783585787.5254161,51.3,97.1,15.085,15.529,147.73,218.732
1783585788.5417624,45.1,96.7,15.019,15.529,98.118,128.021
1783585789.5607822,47.3,95.7,14.863,15.529,54.411,127.863
1783585790.5770903,39.3,95.0,14.75,15.529,55.353,173.157
1783585791.5864706,31.3,94.0,14.6,15.529,38.85,182.848
1783585792.600377,41.1,93.6,14.53,15.529,43.831,129.693
1783585793.6088185,37.0,93.5,14.524,15.529,47.865,43.295
1783585794.6190119,75.4,93.5,14.526,15.529,127.989,122.095
1783585795.6384075,89.9,93.6,14.536,15.529,124.228,147.495
1783585796.6614013,77.2,93.6,14.532,15.529,65.772,114.466
1783585797.6832952,92.3,93.8,14.562,15.529,63.922,46.926
1783585798.7085204,92.6,93.9,14.589,15.529,55.073,50.046
1783585799.7312856,79.1,93.5,14.52,15.529,31.092,79.312
1783585800.7543414,91.2,93.5,14.523,15.529,62.195,44.425
1783585801.776473,73.1,93.3,14.494,15.529,42.156,30.524
1783585802.7940865,74.5,93.5,14.523,15.529,39.007,65.668
1783585803.8137064,83.1,93.6,14.532,15.529,70.425,146.872
1783585804.8274455,57.5,93.5,14.525,15.529,98.409,96.221
1783585805.8390417,52.5,93.2,14.472,15.529,36.08,69.568
1783585806.8488169,72.9,93.8,14.564,15.529,220.028,64.325
1783585807.864013,78.5,93.6,14.536,15.529,144.791,69.899
1783585808.8836997,43.7,93.5,14.519,15.529,25.283,64.722
1783585809.8946133,46.1,92.6,14.373,15.529,32.794,115.544
1783585810.903677,32.5,92.3,14.333,15.529,47.425,70.993
1783585811.911798,47.7,92.6,14.374,15.529,74.398,37.69
1783585812.9239874,41.2,93.0,14.437,15.529,146.631,17.135
1783585813.9382558,72.8,93.8,14.56,15.529,264.919,110.979
1783585814.9683893,71.9,94.2,14.622,15.529,107.657,128.427
1783585815.9830434,56.5,93.4,14.511,15.529,52.103,165.169
1783585816.9947588,67.1,93.1,14.452,15.529,35.349,88.418
1783585818.0052848,52.8,92.7,14.397,15.529,46.883,49.421
1783585819.020184,63.1,92.8,14.417,15.529,70.952,19.564
1783585820.0384717,70.2,93.1,14.461,15.529,112.718,21.77
1783585821.0509894,77.4,93.7,14.549,15.529,87.918,93.282
1783585822.078952,85.7,93.7,14.543,15.529,98.511,146.068
1783585823.0962605,65.0,93.4,14.512,15.529,36.661,92.109
1783585824.1100574,65.1,93.4,14.51,15.529,76.873,65.345
1783585825.134616,76.1,93.5,14.523,15.529,100.514,90.187
1783585826.2066119,67.0,93.5,14.517,15.529,86.453,73.1
1783585827.219328,65.1,93.4,14.497,15.529,72.955,92.022
1783585828.2408035,78.5,93.5,14.526,15.529,80.384,112.085
1783585829.2640338,77.1,92.7,14.4,15.529,138.395,24.604
1783585830.2852125,82.1,92.4,14.356,15.529,78.472,39.304
1783585831.3076813,80.8,93.5,14.526,15.529,161.374,47.82
1783585832.3256342,96.4,93.3,14.482,15.529,137.072,63.996
1783585833.3811069,87.6,94.0,14.604,15.529,136.699,83.542
1783585834.404505,76.7,93.6,14.532,15.529,147.166,261.88
1783585835.4243143,87.9,94.1,14.62,15.529,138.808,124.824
1783585836.4411314,92.4,93.2,14.478,15.529,101.435,108.25
1783585837.4632692,95.2,93.4,14.5,15.529,84.1,21.696
1783585838.4860625,87.0,93.2,14.467,15.529,27.673,55.905
1783585839.505751,82.3,92.7,14.401,15.529,26.33,63.519
1783585840.5306742,90.2,93.0,14.435,15.529,83.394,22.467
1783585841.5522716,82.2,93.1,14.461,15.529,102.351,24.51
1783585842.57439,88.0,92.6,14.379,15.529,35.874,84.059
1783585843.5976837,85.1,91.9,14.269,15.529,31.509,125.949
1783585844.618934,90.3,90.9,14.121,15.529,34.178,78.951
1783585845.6394851,95.8,91.6,14.222,15.529,16.149,83.288
1783585846.6615858,81.8,90.7,14.078,15.529,18.511,186.071
1783585847.6829898,91.2,89.9,13.963,15.529,54.679,82.286
1783585848.7060192,86.7,90.2,14.005,15.529,63.766,33.616
1783585849.7285216,92.1,90.5,14.047,15.529,76.587,0.0
1783585850.7505307,95.7,90.9,14.11,15.529,112.203,5.951
1783585851.7726917,87.7,90.4,14.042,15.529,60.325,58.153
1783585852.7938638,93.0,90.8,14.101,15.529,67.462,55.995
1783585853.8155327,89.6,90.6,14.07,15.529,95.659,63.878
1783585854.838529,94.1,90.1,13.986,15.529,62.481,146.074
1783585855.860544,92.6,90.2,14.001,15.529,28.087,87.343
1783585856.883483,88.1,89.5,13.9,15.529,51.4,95.436
1783585857.905205,89.6,88.9,13.804,15.529,32.633,102.963
1783585858.922318,91.7,89.1,13.83,15.529,21.875,70.055
1783585859.9441023,93.5,88.7,13.775,15.529,78.635,106.474
1783585860.9686973,96.5,88.0,13.665,15.529,28.711,113.28
1783585861.9903636,89.6,87.4,13.566,15.529,5.253,117.345
1783585863.01189,82.9,87.3,13.565,15.529,5.105,19.166
1783585864.033305,79.1,87.5,13.583,15.529,4.143,0.008
1783585865.053579,85.8,87.9,13.644,15.529,20.111,0.069
1783585866.0760453,87.3,88.1,13.679,15.529,12.536,0.0
1783585867.1000962,84.0,88.2,13.693,15.529,6.626,0.13
1783585868.1223876,83.9,88.0,13.671,15.529,29.689,0.149
1783585869.1437852,87.9,88.2,13.695,15.529,22.25,0.643
1783585870.1661074,83.3,88.1,13.675,15.529,45.219,0.0
1783585871.1860826,88.0,87.9,13.646,15.529,46.852,0.245
1783585872.2072215,92.8,88.2,13.699,15.529,16.099,0.192
1783585873.2290313,82.2,88.3,13.719,15.529,3.28,0.122
1783585874.2515025,80.4,88.4,13.727,15.529,7.862,34.685
